id,title,description,creationDate,startDate,dueDate,completedDate,estimationTime,status,priority,progress,itemtags,assignedUserIds,projectId,totalTimeSpent
179,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-02-14,2025-02-17,2025-02-20,,256,IN_PROGRESS,HIGH,71.7,frontend,"user23, user41",35,85
180,Implement JWT auth,Add token-based authentication,2024-11-13,2024-11-17,2024-12-04,,198,IN_PROGRESS,HIGH,78.2,security,"user30, user38, user23",74,97
181,Immediate API fix,Resolve endpoint failure immediately,2025-02-25,2025-02-27,2025-03-08,,1208,TO_DO,MEDIUM,0.0,urgent,"user37, user14",41,0
182,Implement React component,Create responsive component with hooks,2024-11-11,2024-11-12,2024-11-27,,146,BLOCKED,LOW,2.8,frontend,"user14, user29",57,0
183,Immediate API fix,Resolve endpoint failure immediately,2024-12-12,2024-12-12,2024-12-24,,1664,IN_PROGRESS,LOW,49.1,urgent,"user8, user12, user18",15,1186
184,Fix login bug,Resolve null pointer in login logic,2025-03-25,2025-03-28,2025-04-14,2025-04-13,198,DONE,MEDIUM,100.0,bug,user16,1,177
185,Add rate limiting,Protect endpoints with request limits,2025-04-25,2025-04-30,2025-05-12,2025-05-11,138,DONE,MEDIUM,100.0,api,user20,25,112
186,Immediate API fix,Resolve endpoint failure immediately,2024-12-23,2024-12-26,2025-01-15,,1096,TO_DO,LOW,0.0,urgent,"user15, user23, user9",2,0
187,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-05-01,2025-05-01,2025-05-12,2025-05-11,339,DONE,MEDIUM,100.0,frontend,"user24, user41, user22",44,301
188,Implement API endpoint,Develop REST endpoint for user service,2025-04-05,2025-04-06,2025-04-13,,1001,TO_DO,MEDIUM,0.0,backend,"user4, user13",22,0
189,Apply security patch,Update libraries for vulnerability,2025-01-30,2025-02-01,2025-02-17,,308,TO_DO,CRITICAL,0.0,security,"user39, user44, user46",76,0
190,Document API,Write OpenAPI docs for endpoints,2024-12-06,2024-12-07,2024-12-22,,375,IN_PROGRESS,LOW,52.5,api,user15,92,174
191,Add rate limiting,Protect endpoints with request limits,2025-02-11,2025-02-14,2025-02-26,,140,BLOCKED,MEDIUM,24.3,api,"user10, user18, user48",34,0
192,Optimize DB queries,Improve performance of complex joins,2025-05-08,2025-05-13,2025-06-02,,1978,CANCELLED,MEDIUM,14.4,backend,user12,52,0
193,Debug memory leak,Track and fix memory usage issue,2025-01-03,2025-01-06,2025-01-22,,368,IN_PROGRESS,MEDIUM,30.2,bug,user50,99,145
194,Migrate data,Transfer data from legacy system,2025-01-21,2025-01-23,2025-02-06,,295,IN_PROGRESS,CRITICAL,72.3,database,"user41, user47, user12",25,181
195,Urgent hotfix,Patch production bug under SLA,2025-02-02,2025-02-03,2025-02-06,,2264,IN_PROGRESS,HIGH,85.2,urgent,"user1, user6",86,1196
196,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-02-10,2025-02-13,2025-03-02,,97,TO_DO,MEDIUM,0.0,frontend,"user47, user7, user28",66,0
197,Migrate data,Transfer data from legacy system,2025-03-15,2025-03-16,2025-03-25,,298,TO_DO,HIGH,0.0,database,user24,96,0
198,Migrate data,Transfer data from legacy system,2024-11-12,2024-11-12,2024-12-01,,215,TO_DO,HIGH,0.0,database,"user19, user21",49,0
199,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2024-12-01,2024-12-06,2024-12-11,2024-12-11,1983,DONE,CRITICAL,100.0,devops,"user29, user6, user20",23,2264
200,Optimize DB queries,Improve performance of complex joins,2025-01-25,2025-01-25,2025-02-14,2025-02-14,965,DONE,MEDIUM,100.0,backend,"user17, user30, user36",55,1005
201,Fix login bug,Resolve null pointer in login logic,2025-05-03,2025-05-05,2025-05-23,,320,BLOCKED,LOW,1.5,bug,"user15, user14",56,0
202,Implement JWT auth,Add token-based authentication,2025-01-27,2025-01-28,2025-02-15,,397,IN_PROGRESS,MEDIUM,18.9,security,"user31, user40",79,143
203,Design schema,Create relational schema for new feature,2024-12-20,2024-12-25,2025-01-01,,430,IN_PROGRESS,HIGH,62.6,database,"user10, user34, user40",80,277
204,Fix CSS layout issue,Resolve flexbox misalignment in UI,2024-12-10,2024-12-15,2024-12-30,,310,BLOCKED,LOW,17.2,frontend,user33,57,0
205,Debug memory leak,Track and fix memory usage issue,2025-04-14,2025-04-16,2025-04-29,,308,IN_PROGRESS,CRITICAL,12.3,bug,user20,19,191
206,Add rate limiting,Protect endpoints with request limits,2025-04-15,2025-04-17,2025-04-30,,345,TO_DO,LOW,0.0,api,user46,34,0
207,Document API,Write OpenAPI docs for endpoints,2025-02-04,2025-02-04,2025-02-11,,474,IN_PROGRESS,MEDIUM,86.5,api,"user50, user37",34,210
208,Implement JWT auth,Add token-based authentication,2025-04-27,2025-04-30,2025-05-13,2025-05-12,298,DONE,LOW,100.0,security,user20,95,307
209,Debug memory leak,Track and fix memory usage issue,2025-03-12,2025-03-17,2025-04-02,2025-04-01,466,DONE,MEDIUM,100.0,bug,"user30, user32",81,515
210,Immediate API fix,Resolve endpoint failure immediately,2024-11-20,2024-11-22,2024-12-12,,1147,TO_DO,LOW,0.0,urgent,"user25, user27",57,0
211,Configure Docker,Containerize the application,2025-04-12,2025-04-13,2025-05-02,,754,IN_PROGRESS,CRITICAL,83.9,devops,"user33, user45, user26",20,595
212,Implement JWT auth,Add token-based authentication,2025-03-19,2025-03-20,2025-03-26,,127,IN_PROGRESS,HIGH,25.2,security,"user9, user19",37,57
213,Implement React component,Create responsive component with hooks,2025-02-24,2025-02-28,2025-03-10,2025-03-10,197,DONE,MEDIUM,100.0,frontend,"user21, user39",92,214
214,Write unit tests,Cover business logic with JUnit,2025-01-10,2025-01-13,2025-02-02,,334,BLOCKED,MEDIUM,8.8,testing,user16,35,0
215,Design schema,Create relational schema for new feature,2025-03-09,2025-03-13,2025-03-26,,338,IN_PROGRESS,CRITICAL,79.4,database,"user41, user43",77,138
216,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-04-29,2025-04-29,2025-05-03,,593,TO_DO,LOW,0.0,devops,"user23, user15",88,0
217,Write unit tests,Cover business logic with JUnit,2024-11-22,2024-11-25,2024-12-14,,262,IN_PROGRESS,HIGH,72.9,testing,"user45, user19, user23",13,143
218,Implement React component,Create responsive component with hooks,2025-04-10,2025-04-10,2025-04-19,2025-04-17,293,DONE,LOW,100.0,frontend,user19,17,345
219,Configure Docker,Containerize the application,2025-02-23,2025-02-23,2025-03-10,2025-03-07,2829,DONE,MEDIUM,100.0,devops,"user22, user23",79,3303
220,Configure Docker,Containerize the application,2025-03-21,2025-03-22,2025-03-28,,2707,TO_DO,MEDIUM,0.0,devops,"user30, user22, user13",43,0
221,Document API,Write OpenAPI docs for endpoints,2024-11-13,2024-11-14,2024-11-26,,144,TO_DO,MEDIUM,0.0,api,"user2, user43",55,0
222,Add rate limiting,Protect endpoints with request limits,2024-11-17,2024-11-22,2024-12-12,,303,BLOCKED,CRITICAL,29.5,api,"user4, user7",64,0
223,Add rate limiting,Protect endpoints with request limits,2024-12-21,2024-12-24,2025-01-10,,60,BLOCKED,MEDIUM,3.9,api,user40,71,0
224,Apply security patch,Update libraries for vulnerability,2024-12-18,2024-12-18,2025-01-05,,447,BLOCKED,MEDIUM,5.0,security,"user47, user25",96,0
225,Fix login bug,Resolve null pointer in login logic,2024-11-27,2024-11-29,2024-12-06,,254,TO_DO,MEDIUM,0.0,bug,user49,34,0
226,Migrate data,Transfer data from legacy system,2025-04-30,2025-05-05,2025-05-13,2025-05-12,240,DONE,HIGH,100.0,database,"user5, user23",82,261
227,Add rate limiting,Protect endpoints with request limits,2024-11-16,2024-11-17,2024-11-30,,361,IN_PROGRESS,LOW,83.0,api,"user7, user30",81,131
228,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-02-06,2025-02-08,2025-02-16,,456,TO_DO,LOW,0.0,frontend,"user41, user45, user49",32,0
229,Optimize DB queries,Improve performance of complex joins,2025-03-19,2025-03-19,2025-04-04,,1283,BLOCKED,LOW,5.3,backend,"user20, user12, user44",55,0
230,Apply security patch,Update libraries for vulnerability,2024-12-02,2024-12-07,2024-12-16,2024-12-16,407,DONE,LOW,100.0,security,"user15, user2",4,332
231,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-05-02,2025-05-05,2025-05-22,,917,IN_PROGRESS,MEDIUM,58.6,devops,"user37, user32",49,423
232,Implement React component,Create responsive component with hooks,2025-02-15,2025-02-15,2025-02-20,2025-02-17,399,DONE,MEDIUM,100.0,frontend,user31,100,391
233,Design schema,Create relational schema for new feature,2025-01-31,2025-02-01,2025-02-20,,420,TO_DO,HIGH,0.0,database,"user27, user14",7,0
234,Document API,Write OpenAPI docs for endpoints,2025-03-05,2025-03-05,2025-03-17,,178,TO_DO,MEDIUM,0.0,api,user27,90,0
235,Migrate data,Transfer data from legacy system,2025-04-06,2025-04-07,2025-04-26,2025-04-26,306,DONE,CRITICAL,100.0,database,user3,62,339
236,Design schema,Create relational schema for new feature,2024-12-31,2025-01-03,2025-01-17,,220,ARCHIVED,CRITICAL,100.0,database,"user28, user14",2,0
237,Configure Docker,Containerize the application,2025-03-20,2025-03-20,2025-03-25,,2529,BLOCKED,MEDIUM,8.3,devops,user44,97,0
238,Implement JWT auth,Add token-based authentication,2025-04-10,2025-04-12,2025-04-25,,326,IN_PROGRESS,MEDIUM,52.7,security,"user36, user4",8,248
239,Urgent hotfix,Patch production bug under SLA,2025-02-10,2025-02-12,2025-03-04,,1730,TO_DO,LOW,0.0,urgent,"user18, user49",92,0
240,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-02-04,2025-02-08,2025-02-27,,91,IN_PROGRESS,LOW,77.7,frontend,"user46, user9",42,59
241,Debug memory leak,Track and fix memory usage issue,2025-01-18,2025-01-23,2025-01-27,,302,ARCHIVED,LOW,100.0,bug,"user33, user49, user26",5,0
242,Implement API endpoint,Develop REST endpoint for user service,2025-04-28,2025-04-28,2025-05-17,,2474,TO_DO,LOW,0.0,backend,"user38, user29, user7",73,0
243,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-03-28,2025-03-29,2025-04-13,,109,IN_PROGRESS,MEDIUM,17.7,frontend,"user22, user21",2,81
244,Document API,Write OpenAPI docs for endpoints,2025-04-20,2025-04-22,2025-04-27,,438,TO_DO,HIGH,0.0,api,"user14, user8",17,0
245,Add rate limiting,Protect endpoints with request limits,2024-12-06,2024-12-11,2024-12-15,,178,IN_PROGRESS,HIGH,79.4,api,"user20, user4, user18",5,57
246,Document API,Write OpenAPI docs for endpoints,2025-02-16,2025-02-18,2025-03-05,,109,TO_DO,HIGH,0.0,api,"user3, user5, user13",8,0
247,Urgent hotfix,Patch production bug under SLA,2024-11-17,2024-11-22,2024-12-10,,1348,BLOCKED,HIGH,2.7,urgent,"user8, user7",25,0
248,Debug memory leak,Track and fix memory usage issue,2025-02-20,2025-02-22,2025-03-01,,142,IN_PROGRESS,MEDIUM,82.4,bug,"user25, user39, user9",4,42
249,Design schema,Create relational schema for new feature,2025-02-07,2025-02-09,2025-02-20,,300,IN_PROGRESS,LOW,19.2,database,"user24, user23, user47",4,134
250,Debug memory leak,Track and fix memory usage issue,2024-12-04,2024-12-06,2024-12-21,2024-12-20,435,DONE,LOW,100.0,bug,user20,38,364
251,Implement JWT auth,Add token-based authentication,2025-01-24,2025-01-26,2025-01-29,,416,IN_PROGRESS,MEDIUM,15.2,security,"user38, user48",24,278
252,Setup integration tests,Test service interactions end-to-end,2025-01-25,2025-01-26,2025-02-09,,387,IN_PROGRESS,MEDIUM,85.9,testing,user5,22,169
253,Implement API endpoint,Develop REST endpoint for user service,2025-02-27,2025-03-04,2025-03-09,,798,IN_PROGRESS,CRITICAL,41.5,backend,user33,13,458
254,Design schema,Create relational schema for new feature,2025-01-01,2025-01-01,2025-01-21,,216,IN_PROGRESS,CRITICAL,74.7,database,"user25, user45",85,121
255,Add rate limiting,Protect endpoints with request limits,2025-04-14,2025-04-17,2025-05-02,,217,IN_PROGRESS,MEDIUM,73.8,api,"user27, user3, user34",77,78
256,Design schema,Create relational schema for new feature,2025-01-17,2025-01-18,2025-01-22,,479,BLOCKED,HIGH,12.7,database,"user25, user21",76,0
257,Implement JWT auth,Add token-based authentication,2025-01-28,2025-01-29,2025-02-13,2025-02-12,365,DONE,LOW,100.0,security,"user24, user37",79,324
258,Write unit tests,Cover business logic with JUnit,2025-01-16,2025-01-17,2025-02-01,,256,IN_PROGRESS,HIGH,63.3,testing,"user6, user47, user1",4,157
259,Optimize DB queries,Improve performance of complex joins,2025-04-13,2025-04-17,2025-05-05,,762,TO_DO,LOW,0.0,backend,"user46, user50",64,0
260,Implement JWT auth,Add token-based authentication,2025-02-25,2025-02-27,2025-03-04,,402,IN_PROGRESS,MEDIUM,72.5,security,"user21, user5, user48",95,240
261,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-05-06,2025-05-07,2025-05-22,2025-05-22,1829,DONE,CRITICAL,100.0,devops,"user49, user17",87,1673
262,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-02-24,2025-03-01,2025-03-14,,2773,IN_PROGRESS,MEDIUM,67.9,devops,user41,76,1831
263,Implement React component,Create responsive component with hooks,2025-05-03,2025-05-05,2025-05-14,,66,IN_PROGRESS,LOW,36.7,frontend,user6,25,34
264,Fix login bug,Resolve null pointer in login logic,2025-05-07,2025-05-11,2025-05-23,2025-05-23,233,DONE,MEDIUM,100.0,bug,"user20, user42, user34",78,190
265,Implement JWT auth,Add token-based authentication,2025-04-15,2025-04-19,2025-04-29,,311,IN_PROGRESS,MEDIUM,62.8,security,user13,29,197
266,Design schema,Create relational schema for new feature,2025-04-14,2025-04-17,2025-04-28,2025-04-27,392,DONE,MEDIUM,100.0,database,"user7, user49, user27",17,363
267,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-04-18,2025-04-23,2025-05-13,,1332,BLOCKED,MEDIUM,26.7,devops,user27,99,0
268,Urgent hotfix,Patch production bug under SLA,2024-12-21,2024-12-23,2024-12-31,,1642,IN_PROGRESS,MEDIUM,27.2,urgent,"user47, user35",65,1246
269,Document API,Write OpenAPI docs for endpoints,2024-11-18,2024-11-23,2024-11-26,,120,TO_DO,HIGH,0.0,api,"user47, user29, user5",31,0
270,Optimize DB queries,Improve performance of complex joins,2025-01-12,2025-01-15,2025-01-20,,1582,IN_PROGRESS,MEDIUM,34.7,backend,"user20, user27, user7",57,501
271,Urgent hotfix,Patch production bug under SLA,2025-03-11,2025-03-16,2025-03-27,,2025,IN_PROGRESS,MEDIUM,56.6,urgent,"user8, user44, user12",49,1024
272,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-03-26,2025-03-28,2025-04-15,,189,TO_DO,LOW,0.0,frontend,user10,66,0
273,Setup integration tests,Test service interactions end-to-end,2025-03-17,2025-03-20,2025-04-05,2025-04-04,241,DONE,MEDIUM,100.0,testing,"user12, user16, user35",15,259
274,Immediate API fix,Resolve endpoint failure immediately,2025-02-02,2025-02-06,2025-02-20,,2055,IN_PROGRESS,HIGH,75.8,urgent,"user49, user40, user20",39,705
275,Implement React component,Create responsive component with hooks,2024-11-27,2024-11-28,2024-12-13,,393,IN_PROGRESS,MEDIUM,22.6,frontend,"user14, user48, user29",27,210
276,Apply security patch,Update libraries for vulnerability,2025-03-13,2025-03-14,2025-03-28,,286,TO_DO,LOW,0.0,security,"user26, user41",5,0
277,Urgent hotfix,Patch production bug under SLA,2025-04-07,2025-04-09,2025-04-18,,999,TO_DO,LOW,0.0,urgent,"user32, user8",58,0
278,Configure Docker,Containerize the application,2024-12-23,2024-12-25,2024-12-29,,1682,TO_DO,LOW,0.0,devops,"user4, user27",93,0
279,Implement API endpoint,Develop REST endpoint for user service,2025-02-17,2025-02-22,2025-03-05,,1637,IN_PROGRESS,MEDIUM,52.0,backend,"user10, user48",41,1257
280,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-05-01,2025-05-02,2025-05-08,,2255,TO_DO,LOW,0.0,devops,"user41, user6",61,0
281,Fix login bug,Resolve null pointer in login logic,2025-02-18,2025-02-20,2025-02-27,,363,TO_DO,CRITICAL,0.0,bug,"user41, user47",51,0
282,Migrate data,Transfer data from legacy system,2024-12-02,2024-12-02,2024-12-13,,165,TO_DO,MEDIUM,0.0,database,"user32, user38",38,0
283,Optimize DB queries,Improve performance of complex joins,2025-03-19,2025-03-21,2025-04-07,2025-04-04,2051,DONE,CRITICAL,100.0,backend,"user44, user40",61,1994
284,Design schema,Create relational schema for new feature,2024-12-22,2024-12-23,2025-01-02,,381,IN_PROGRESS,LOW,86.0,database,"user5, user35",73,161
285,Fix login bug,Resolve null pointer in login logic,2025-04-08,2025-04-12,2025-05-01,,370,TO_DO,HIGH,0.0,bug,"user32, user8, user6",66,0
286,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2024-11-23,2024-11-27,2024-12-15,,483,TO_DO,MEDIUM,0.0,devops,user3,69,0
287,Implement JWT auth,Add token-based authentication,2024-11-13,2024-11-14,2024-12-03,,385,IN_PROGRESS,LOW,76.5,security,"user24, user7",43,298
288,Setup integration tests,Test service interactions end-to-end,2025-04-11,2025-04-11,2025-04-28,2025-04-27,122,DONE,MEDIUM,100.0,testing,user6,26,115
289,Apply security patch,Update libraries for vulnerability,2024-12-21,2024-12-23,2025-01-08,,84,IN_PROGRESS,HIGH,89.0,security,"user11, user26, user39",84,60
290,Design schema,Create relational schema for new feature,2025-05-09,2025-05-09,2025-05-15,,70,TO_DO,HIGH,0.0,database,"user44, user41",1,0
291,Implement JWT auth,Add token-based authentication,2024-12-09,2024-12-10,2024-12-13,,369,IN_PROGRESS,HIGH,56.7,security,"user30, user46",98,254
292,Immediate API fix,Resolve endpoint failure immediately,2025-04-06,2025-04-07,2025-04-20,,820,TO_DO,CRITICAL,0.0,urgent,user27,84,0
293,Optimize DB queries,Improve performance of complex joins,2025-03-10,2025-03-11,2025-03-30,,695,IN_PROGRESS,MEDIUM,32.9,backend,user21,45,405
294,Implement JWT auth,Add token-based authentication,2025-03-28,2025-04-02,2025-04-19,,230,TO_DO,MEDIUM,0.0,security,"user11, user16",22,0
295,Migrate data,Transfer data from legacy system,2024-12-02,2024-12-07,2024-12-11,,101,IN_PROGRESS,LOW,72.1,database,user9,42,63
296,Immediate API fix,Resolve endpoint failure immediately,2025-03-16,2025-03-16,2025-04-05,,2244,IN_PROGRESS,HIGH,84.6,urgent,"user21, user13, user35",57,1547
297,Document API,Write OpenAPI docs for endpoints,2024-12-07,2024-12-07,2024-12-26,,129,IN_PROGRESS,CRITICAL,51.7,api,user8,49,40
298,Configure Docker,Containerize the application,2025-04-04,2025-04-07,2025-04-25,,2067,TO_DO,HIGH,0.0,devops,"user50, user44",84,0
299,Fix CSS layout issue,Resolve flexbox misalignment in UI,2024-11-24,2024-11-24,2024-12-03,,423,TO_DO,HIGH,0.0,frontend,user6,68,0
300,Implement API endpoint,Develop REST endpoint for user service,2025-04-19,2025-04-24,2025-05-03,,519,IN_PROGRESS,HIGH,54.0,backend,user43,75,173
301,Implement API endpoint,Develop REST endpoint for user service,2025-03-13,2025-03-13,2025-03-24,2025-03-22,2650,DONE,MEDIUM,100.0,backend,user22,77,3115
302,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-02-20,2025-02-23,2025-02-28,,389,IN_PROGRESS,HIGH,64.5,frontend,"user36, user44",67,252
303,Debug memory leak,Track and fix memory usage issue,2024-12-16,2024-12-21,2025-01-05,,398,IN_PROGRESS,MEDIUM,24.0,bug,"user10, user13",62,163
304,Configure Docker,Containerize the application,2025-01-09,2025-01-09,2025-01-15,,2600,TO_DO,MEDIUM,0.0,devops,"user40, user46",66,0
305,Implement React component,Create responsive component with hooks,2025-01-20,2025-01-25,2025-02-08,2025-02-08,63,DONE,LOW,100.0,frontend,"user22, user37, user42",83,63
306,Design schema,Create relational schema for new feature,2025-03-12,2025-03-14,2025-03-18,,82,IN_PROGRESS,MEDIUM,67.2,database,"user21, user11",2,57
307,Document API,Write OpenAPI docs for endpoints,2025-04-04,2025-04-08,2025-04-17,,163,BLOCKED,LOW,24.4,api,"user3, user47, user16",90,0
308,Fix CSS layout issue,Resolve flexbox misalignment in UI,2024-12-17,2024-12-18,2024-12-27,,132,IN_PROGRESS,LOW,26.1,frontend,"user32, user8",8,96
309,Optimize DB queries,Improve performance of complex joins,2025-05-03,2025-05-04,2025-05-15,,800,TO_DO,MEDIUM,0.0,backend,user49,11,0
