id,title,description,creationDate,lastModifiedDate,startDate,dueDate,completedDate,estimationTime,status,priority,progress,updatedBy,createdBy,projectId,userStory,totalTimeSpent,assignedUserIds,tags,dependencies
63,Design backend service,Design backend service. Before be it season. Speech news only no form business. Them wait institution trouble anything explain.,2025-04-13,2025-04-13,2025-04-16,2025-04-20,,217,IN_PROGRESS,CRITICAL,56.91,75cad978-5ae4-4f50-9ddb-aee33afe70dc,f5f090ce-b9d2-492f-8bc1-3f5727c0486f,1036,2099,113,"9471e2a6-7141-4d1f-9a6e-ced40e57d029,96ea1e23-671e-4797-8247-1af5417afb0f,5c7c7311-fc00-48fe-b2bf-571b28f26715",ci/cd,"26,18,1"
64,Add user service,Add user service. Official defense prevent difference. Glass news boy everything. Southern suddenly window stand party.,2025-03-08,2025-03-09,2025-03-09,2025-03-22,,211,IN_PROGRESS,LOW,9.62,470cd773-cc6c-4e23-89c3-1192f555cc88,eac7e370-ce1f-4372-8530-7d3f3d4b1ae2,1037,2041,17,"91af4c47-02b8-4fe9-a255-55181efa69fc,c66db87c-e187-4b47-bf41-106f5b030a71","testing,devops,cloud","3,38"
65,Migrate unit tests,Migrate unit tests. Participant price really. Congress reflect finally. Go consider century price attorney scientist.,2025-04-09,2025-04-11,2025-04-13,2025-04-21,,142,ARCHIVED,LOW,25.44,993992fc-8116-4a04-baf4-1d83c202cb05,21842c46-eef0-4165-9dd9-ed280ac0f9d7,1059,2009,38,"41e53146-0557-4e88-a1a5-6ce143db79ae,df89f5f5-8145-4245-91ac-c498a532e318",cloud,
66,Migrate database model,Migrate database model. Democrat information game have return since nothing. Third choose senior anyone.,2025-02-08,2025-02-10,2025-02-13,2025-02-26,,116,BLOCKED,HIGH,78.28,7de8fcf2-939a-4225-b94c-2ce5d2c73262,50e889d5-9dc5-427e-9815-0728de9676cf,1074,2048,6,"061300d2-05db-4470-96a9-6f6e716fc1a2,c5d68ebf-cf06-4c10-904b-43fcba54fda1","security,frontend,cloud",
67,Update security layer,Update security layer. Product magazine kind event sense box. Book question or money final determine.,2025-02-13,2025-02-16,2025-02-17,2025-02-28,2025-02-17,155,COMPLETED,LOW,100.0,08e534db-ee00-48f9-95e9-10fa74dd0b03,78a7b077-8073-4d30-8eff-32a0b1339fe5,1017,2005,175,"5c2010a3-3d6d-4afa-a137-c0091bb8d718,8545eee6-d618-4655-9999-1fd5333277e8",api,
68,Migrate user service,Migrate user service. Daughter war should. Face build market issue can.,2025-04-05,2025-04-08,2025-04-05,2025-04-09,,222,IN_PROGRESS,MEDIUM,44.91,7f01b94a-6ae3-4534-85d0-187823f945a9,07edbec6-f70b-4478-9520-d7b05e308c17,1053,2083,103,"9552a309-c721-4726-9290-800e258cc0d7,2868ed8f-901f-4404-82fa-b8ad3c974537,eef438ad-84d5-42a7-8d5c-8927c2bea29b",performance,
69,Improve API endpoint,Improve API endpoint. Next property government however score job least. Television office of remember.,2025-03-29,2025-03-31,2025-03-31,2025-04-03,,207,CANCELED,LOW,44.02,79e42c17-1e88-483c-a2b2-98ea27c8ab69,5f6f601f-7412-425b-beb0-5d0aef2c2b96,1050,2035,0,"2541542c-ce82-4e81-b478-607b8199a3a6,6207654f-38d1-4a24-a03a-2691f796a89d,ff6a32f9-1963-4e1e-8872-f68d643e05de",frontend,"13,48"
70,Update backend service,Update backend service. If whom commercial way. Story turn because such during open model.,2025-03-18,2025-03-19,2025-03-21,2025-03-25,,45,CANCELED,LOW,5.01,31d9f2d6-13f8-4b8a-b593-1d21a7e6faec,2f3fb762-6330-4a4a-9b82-08dbc11ecd25,1097,2070,0,d985488d-90e7-43d1-a377-d0bd3e1f5265,ci/cd,
71,Fix unit tests,Fix unit tests. Develop single baby plan most create. Go when population challenge bill eight.,2025-03-16,2025-03-16,2025-03-17,2025-03-25,,58,IN_PROGRESS,MEDIUM,97.77,598edfb8-4158-46e3-8982-e966a66fee7b,3c7a2e15-727f-459f-b440-be7f18365f64,1001,2045,57,a5774161-310e-4154-8876-47de65867e66,ci/cd,
72,Refactor UI component,Refactor UI component. Set pretty concern significant. Less nor often race think poor worry. Ten physical character attention kind field. Option goal avoid left also.,2025-02-22,2025-02-22,2025-02-23,2025-03-02,,302,TODO,CRITICAL,11.25,2000cafe-a83c-468f-8237-ce72b466cd90,52b1a5cd-2429-44df-882e-4264dfd8a666,1064,2028,0,"ea55287f-ebcf-45fe-810e-ea9aaef4a7f9,f9da4a41-3112-40d4-b4e7-0baf9c83bb19,a5c66e31-f287-4b7d-81ab-3f1ab60c3072","backend,docker,ux","47,66"
73,Integrate UI component,Integrate UI component. Popular within bed order. Leg never social time last special.,2025-03-13,2025-03-13,2025-03-18,2025-03-21,,185,TODO,LOW,67.92,38b4c9bc-06af-4816-b87a-b25dcb5b2df4,2c9fb8b2-3285-4592-8ad6-c83c51b6a382,1041,2077,0,"9f06ddeb-85bb-481e-8155-94b9f443d668,95445211-16f2-4541-b706-3dfcf8b588bb",frontend,
74,Migrate database model,Migrate database model. Painting may whatever late specific study. Mean common easy just.,2025-04-10,2025-04-13,2025-04-14,2025-04-27,,219,ARCHIVED,LOW,98.47,c7e9d2b4-f971-4c00-bb50-46fdf53ec098,29fab4dc-2e33-40cb-99a7-85cfc279555b,1089,2014,216,"c13ebee2-b72e-45c0-81b5-8d204d78f557,7d9ffb1b-6c2c-4fe7-a547-c42e5b6b5426,c0e42923-dbd7-4e30-901e-69862c7afb92","docker,ux,cloud",
75,Integrate UI component,Integrate UI component. Particular hair truth hold simple quickly appear. Positive at behind question exist rich prevent trade. Four old center glass.,2025-03-20,2025-03-22,2025-03-21,2025-03-30,2025-03-21,182,COMPLETED,HIGH,100.0,d51a78e5-2f39-4079-8619-20c11066a8ad,489dafdf-59da-43b5-b784-b2f496cd8550,1019,2087,198,"9366c9d4-e87c-4219-8d91-bf2465d00667,16adeb22-b4fa-43ac-867c-de0742974e69","frontend,kubernetes",
76,Improve user service,Improve user service. Organization visit finally heavy. Spend prove stock school rate money. Meet adult final week game she.,2025-04-10,2025-04-12,2025-04-10,2025-04-19,,202,TODO,LOW,5.94,7529dd17-4834-4c15-8f69-7bdc8c191974,be20a68e-bbaf-46dd-9b12-19084b2fe59b,1052,2045,0,"400e3ce6-e193-4856-be51-fabdbdcf40bb,af4c3d37-570b-4cea-9569-c36139c66c77,0bc327cf-108a-4f94-92e9-1ebddc31147b","testing,backend,api",
77,Migrate API endpoint,Migrate API endpoint. Choice fast small medical. Strong this also from short capital heavy.,2025-02-24,2025-02-25,2025-02-26,2025-03-02,,165,ARCHIVED,CRITICAL,65.02,690e46fa-4dd0-4519-9035-e05829a4acda,936ea179-6d12-49d8-ad90-0f12ebb62121,1071,2098,84,"a91e6026-05d1-4df9-8f95-2dd38a4aae53,cb02f3c6-ca10-458e-8b84-88aa84bdc147,85e11af8-f497-46f6-8302-2bd8d65d83f6","ci/cd,docker,ux","48,15,36"
78,Fix user service,Fix user service. Speak close join improve put down know expect. Doctor dream whole six tough create question.,2025-02-21,2025-02-21,2025-02-26,2025-03-12,2025-02-26,77,COMPLETED,MEDIUM,100.0,1b804eba-bfe9-434c-b655-8bc778913dff,3d10b344-ebe0-453a-9e15-7b20558e923e,1018,2072,83,,"testing,frontend,devops",
79,Migrate API endpoint,Migrate API endpoint. Show sing me industry class current painting. Appear lose he various represent. Surface expect several evening town challenge join.,2025-04-02,2025-04-04,2025-04-02,2025-04-06,,218,CANCELED,HIGH,41.56,492a1c0f-8667-4d0c-a542-944e87c961f6,ba9ddd68-2635-4099-b619-3b817dbdf045,1099,2072,0,"1c8de632-022a-422b-813d-f1efceaa2520,2723ab0f-81fe-45c0-90eb-851a4e625143","frontend,backend,devops",
80,Implement unit tests,Implement unit tests. This us increase how hear history bank. Agreement us stuff practice social.,2025-05-05,2025-05-08,2025-05-09,2025-05-12,,173,CANCELED,HIGH,65.53,b416c9c3-226f-4cb0-9060-9f158e408817,14cfc70f-b654-4588-80e7-1d7e8c49afa6,1027,2096,0,"17800d9b-9b7a-4bc4-8717-5a27b1a5ddc7,4a32d542-854b-4061-b93d-07e9b16e4103","frontend,security,testing",
81,Integrate logging mechanism,Integrate logging mechanism. True line story serve light.,2025-02-19,2025-02-19,2025-02-24,2025-03-09,,253,ARCHIVED,MEDIUM,30.53,59779667-6d6c-48cd-bb9a-d7a92eca28f0,b31c2deb-d295-4598-a22f-0052994556fb,1038,2027,72,c77c7873-8c97-4355-a1c0-70908f90a1a7,api,
82,Design user service,Design user service. Affect democratic change vote.,2025-04-06,2025-04-08,2025-04-06,2025-04-09,,111,BLOCKED,LOW,37.64,b7cedf2b-9fe1-4cf6-8411-b47469f5f4ea,1de8adfe-2d7e-4eea-896c-1e9fa0c1fec9,1050,2094,17,"eeb06713-38a2-4a13-a426-f15685a3d5a7,ec254ba3-8685-4687-9727-08ccddc0f4f9,189a142c-5c3f-4136-b10a-9d57495b4ae9",testing,
83,Design backend service,Design backend service. Book explain feeling answer information soldier. Artist student matter movie place offer responsibility. Investment pass drive indicate professor.,2025-04-06,2025-04-08,2025-04-06,2025-04-14,,0,ARCHIVED,LOW,70.24,35cee8d3-728f-4fa7-bd4c-57fbfba97556,84d4f521-cccc-4806-b26d-f943b19a94d7,1055,2013,0,e69dde15-54e4-49f2-b9e1-6cf47c0e4e12,testing,42
84,Add database model,Add database model. Attack moment medical write never hospital. Analysis hit health section ground attack drop. Billion old series card good full poor store.,2025-02-14,2025-02-15,2025-02-18,2025-02-22,,92,BLOCKED,HIGH,32.97,6715c7d9-32fc-4b8e-ae67-63862eef87bc,7f1c3f76-feb1-42d7-8974-03cdaa8e2c07,1044,2093,6,c42afc97-2384-4944-b159-6c6671ed0779,"devops,cloud,frontend",
85,Refactor security layer,Refactor security layer. Place specific as simply leader fall analysis. Though firm financial huge spring. Education send course ground sit tend forward.,2025-04-13,2025-04-16,2025-04-14,2025-04-19,,136,ARCHIVED,HIGH,94.18,bc7fa540-3d63-414a-82fc-5e1e44de74e5,be8c4da5-ab71-4d82-a4ac-4442b755b453,1080,2040,131,"5b3bf3b0-cd72-4d31-bd97-47eb49f22015,cbf2669c-4ced-4ff9-a883-acd67bee2821,b6e81862-7be8-4023-979b-ed7ad5586a36",performance,
86,Add backend service,Add backend service. Threat sea thus hit wind many. Happen something entire bar interesting issue yet. Nation fly bag produce.,2025-02-18,2025-02-20,2025-02-21,2025-03-06,2025-02-21,70,COMPLETED,LOW,100.0,e83b6ece-56f3-4621-aee3-3c3b039fc336,900f1b72-bb5c-4e4f-9de3-7b6bc9fb1422,1082,2011,55,,"ci/cd,ux,testing","58,5"
87,Fix email system,Fix email system. Response coach know language risk treatment past itself. Avoid point guy song. Well central parent sit.,2025-03-07,2025-03-08,2025-03-11,2025-03-26,,123,CANCELED,LOW,64.53,c96db229-3d67-4bc8-ae06-e9684a2af620,51293fb7-f4a1-4bcc-be1a-9e1f854a8609,1057,2013,0,"ecdca7c0-bc00-4e2b-a19c-b4b4123fcf6c,0b1e34de-ab81-46a5-8882-19b6efabcbdd","kubernetes,frontend",
88,Integrate email system,Integrate email system. Door population gun we. Painting quickly we.,2025-02-09,2025-02-12,2025-02-10,2025-02-13,,213,IN_PROGRESS,CRITICAL,51.75,163fc6f8-0c5d-4bf9-aa8b-d3c2e8e66c8c,e6729c94-32d7-4865-bcc5-46ee03a9053f,1099,2043,102,"300ad18b-2241-4f61-957d-9d33e421bd08,c56f273f-a93d-4f1a-ade7-b49c3416a270","ci/cd,backend,security",
89,Design unit tests,Design unit tests. Off morning huge power. Whether ago control military trial. Energy employee land you.,2025-03-14,2025-03-16,2025-03-25,2025-03-14,,148,CANCELED,LOW,71.65,75ddb66a-28b0-4f32-bcee-503984b4b246,c01bbf83-da39-41ff-a7bd-e13b2c8f112c,1074,2084,0,"0928a054-ee54-4605-9f3e-b66f78cd4226,51b8a067-1b60-4d6b-a925-e3a073e12e91,9a0634bb-b0ad-4dc2-a047-35c52e9999ba",security,
90,Design user service,Design user service. But table later together knowledge. Specific whose worry property. Nearly face feel church.,2025-03-05,2025-03-05,2025-03-10,2025-03-24,,304,CANCELED,CRITICAL,70.17,6939f45c-1a18-4a0d-8581-192c8b51da0d,ba608416-9df5-4c13-91ec-14b662acc63d,1065,2046,0,050dc6f8-4ee5-457e-a69d-f5d48f5475c6,security,"49,83,43"
91,Update API endpoint,Update API endpoint. Meeting building cut catch so ago. Occur level work candidate this assume huge.,2025-04-15,2025-04-15,2025-04-16,2025-04-24,,66,BLOCKED,HIGH,15.34,02b76122-c006-4619-aae1-731a09a8a940,57859d8d-7978-4970-bd16-558783bc8d9e,1098,2079,6,"08386561-f41d-45cc-82d4-3566f499a657,f625ab26-e26d-42fd-a530-30fc36d0ca2a,9edb96cb-7255-4ea3-a6bb-a64df8b5403e",ci/cd,
92,Refactor email system,Refactor email system. Improve important offer by first avoid letter. General there sister policy consider whom item. Story million fight class.,2025-04-16,2025-04-19,2025-04-17,2025-04-22,,92,CANCELED,HIGH,40.68,ef510aae-115b-4dba-a5be-3cd92660a564,867f0adb-185e-47a0-8fab-50fa0286b2e9,1096,2095,0,1ab93f10-64fb-485d-abd4-f544f7f56cbe,"cloud,ux",
93,Integrate email system,Integrate email system. Way million exist bad cultural what. By field move maybe collection.,2025-04-15,2025-04-16,2025-04-18,2025-04-24,2025-04-18,145,COMPLETED,MEDIUM,100.0,2060b3d8-849b-4d35-a800-a6f534caca75,668f925d-9a2e-4d26-a77d-c32b9a9b40ca,1077,2017,161,"48b43aa5-7382-427e-922a-f3767471c449,d94f541f-5e92-4c0c-b0e1-07938220bdbc","backend,docker",
94,Migrate security layer,Migrate security layer. Probably result painting successful. American tell ball we side enough decision.,2025-04-03,2025-04-03,2025-04-05,2025-04-16,,220,TODO,MEDIUM,8.3,42d084ae-6919-4be6-90c5-ab6e9eefb8b1,79595303-c1c0-47eb-b8d5-a72495986743,1057,2044,0,"55d75ff5-d159-4d83-99d2-ef9236667cee,e674cafa-7edd-4afa-96a9-77f24bc9d380",testing,"66,19"
95,Design security layer,Design security layer. Police marriage phone face what lot source rate. Law read citizen indeed less. Parent fine responsibility safe team wish.,2025-04-02,2025-04-04,2025-04-06,2025-04-14,,223,IN_PROGRESS,CRITICAL,100.0,29013349-6891-46ff-9c1b-df7720f5c1d2,a8dfde99-b190-4781-a521-87644c0ecd24,1089,2017,39,c01f2328-6c1b-4934-b581-ae03e2f6b96a,"performance,kubernetes,ci/cd","84,43,19"
96,Update user service,Update user service. No five letter environment easy best face. Ten industry while total spend value. Couple city you level these market.,2025-02-18,2025-02-20,2025-02-18,2025-02-21,,140,COMPLETED,MEDIUM,100.0,d239db95-7fe3-4658-ab15-60c9052d5467,16734659-2805-434f-9fba-403da273fec0,1038,2015,164,"fd959c9e-619d-4941-8842-087f851a6aab,f71944f7-6b0b-4435-9657-396776a18e32",cloud,
97,Implement email system,Implement email system. Lead drive on any example our successful. Experience account blue care enough hand idea. Hundred now crime.,2025-02-14,2025-02-15,2025-02-18,2025-02-28,,212,TODO,MEDIUM,53.07,d387c810-aef3-4bd7-904b-7e2664de90ae,d79e9315-be89-43da-a568-caa151c8f99f,1037,2054,0,"28e30886-9f3f-45cb-a234-f489bd11c69e,27ec6370-dbd9-40d0-b76e-d5f8b99bce80,04e23024-007c-490c-94c1-d49868412196",ci/cd,
98,Implement logging mechanism,Implement logging mechanism. Hit late near stay. Quite budget window hour some fund voice sense.,2025-03-31,2025-03-31,2025-04-04,2025-04-13,,152,IN_PROGRESS,CRITICAL,6.7,eff66a80-8901-4dd4-82dd-25837e1bae3d,d0164937-6d6d-443f-9a9c-39ed6d18da2d,1060,2005,10,"4fbb06ba-6aeb-4e12-834d-6cc0547ab841,9f4a1aa8-040c-41a6-89b1-226325ce7e18,45b5430f-1ce9-475f-b025-728537392c0d","testing,security,api",
99,Improve API endpoint,Improve API endpoint. Husband American although require sound mind chance. Cause use five hotel pattern successful order. Stock mother remember feel staff happy purpose. On someone rise read ago listen.,2025-02-25,2025-02-27,2025-02-27,2025-03-14,,228,TODO,MEDIUM,62.2,bef2296f-eed0-41c1-ad36-76049d31f4e1,5f9b5d57-1f34-415f-9abd-f0839026d830,1005,2045,0,"cac82ccb-a33c-42a1-8df8-1a6c9dbfb7a8,077168ab-8c7b-41f8-9751-8fabb9a4c258,746a2594-4526-499d-9f7b-9a0468be27cd","security,docker,devops",
100,Integrate user service,Integrate user service. Dinner anything lose modern return simple herself. All way body affect finish. Include data maybe particularly. Their save artist catch debate foot production.,2025-04-10,2025-04-10,2025-04-15,2025-04-25,,103,CANCELED,HIGH,6.25,6a68191b-afed-4bbc-ac84-dcbad3247a27,08e78f88-1a6f-4b1d-84fe-a321620f87cf,1025,2005,0,"15388cc7-180f-420e-899d-78ea6b4f1046,6dc7f2e9-f3f3-4593-b7e4-2dbdcee7793a",backend,
101,Migrate email system,Migrate email system. What least mouth national put test. Particular court east newspaper different. Side relate real major look.,2025-03-29,2025-03-31,2025-03-31,2025-04-11,,207,BLOCKED,LOW,3.63,748105b6-25d5-4f3f-9d53-16272a00ed7a,909fafa7-69d9-46a5-84a0-d7f9add55ed2,1047,2055,25,"56b36cc2-91b1-4fb8-9486-b3aa38f4d94c,699ef997-320f-4d73-9c6c-867f5ab68afe","kubernetes,performance",84
102,Integrate email system,Integrate email system. Business quality here woman stand. Fact explain research get.,2025-04-01,2025-04-04,2025-04-04,2025-04-12,,169,IN_PROGRESS,LOW,91.51,ccb955b8-e060-4ab2-8b40-d531a3239b74,f82c0b25-7317-4618-8d06-15cc31ec5d58,1055,2077,155,"fb10b905-da02-47a1-a712-3afb50f038a9,cc1a54da-7d08-4a78-901b-b95b77704b0c,39b9385c-7f3a-49cc-bcb4-501d69274a04",ux,
103,Add unit tests,Add unit tests. Degree still even no even body scientist. Drug prove most point appear.,2025-03-20,2025-03-23,2025-03-20,2025-03-24,2025-03-20,139,COMPLETED,HIGH,100.0,3a886e76-04a9-47eb-ac45-f6c802a5b7ba,b60189be-3a38-4033-ac61-fbd892980239,1057,2005,144,"a86af74d-d941-4815-8a59-ae6bb2c6d451,d7f739b4-56ee-45d1-93df-d592ff48eebb,70a25930-0f6e-45ed-af61-24bb08af6775","security,ci/cd,testing",
104,Design database model,Design database model. Beyond side accept nearly upon imagine various. Local current white fly position traditional become. Discussion school sure also TV individual study.,2025-03-18,2025-03-19,2025-03-18,2025-03-22,,229,CANCELED,CRITICAL,79.31,ee60b975-435f-41e6-880b-3eb2666dae67,12756e2b-e47b-4fb7-babc-cc2b4390b658,1004,2016,0,2bd195ba-247a-4317-8b16-156b1cd190fd,cloud,
105,Fix backend service,Fix backend service. Small control see the face also.,2025-05-06,2025-05-07,2025-05-08,2025-05-16,,59,BLOCKED,HIGH,67.23,e977f8db-9b81-4208-8bf7-af44d672ea2b,353fcad3-8dcb-4a75-b2ef-fe19e1b632cf,1050,2040,11,c6341364-1e1a-478b-82a8-f656b1a941c9,"api,cloud,frontend",
106,Design logging mechanism,Design logging mechanism. Blue work expect writer myself management voice surface. Evening speak former room possible responsibility add. So nothing serious compare task today.,2025-03-06,2025-03-09,2025-03-07,2025-03-17,,108,ARCHIVED,MEDIUM,25.92,9b250d4a-2c51-4916-909b-04b323b0de0b,8865bd25-542a-4f0d-8271-6b97b4bfb09f,1015,2017,26,,performance,
107,Improve database model,Improve database model. Foreign husband believe word local very according. Dog send west few reveal activity. Realize artist brother fill if maybe.,2025-04-27,2025-04-28,2025-05-02,2025-05-12,,91,TODO,HIGH,54.45,5d92c53b-d779-4d07-bf27-4d34ba902559,1c9208d9-e3df-4950-adce-bbc2ab24ca1d,1065,2028,0,"a3d3dd11-17e8-4993-ab45-ac02295a0b9b,c0367354-3f66-4ed4-a689-33d0ea9394ee,fbe7d694-0fc8-41cf-9f3f-3a9f5e4f6cb2",cloud,"21,92"
108,Fix database model,Fix database model. Police wait happen determine. Long lawyer writer health.,2025-05-03,2025-05-03,2025-05-04,2025-05-19,,120,BLOCKED,LOW,56.66,e3015631-e158-4022-bb25-ec76f8b7b392,aace7ba8-8bd0-4563-aaa7-df4b5b271ac1,1039,2050,14,c48d3b86-9a99-4b22-aa2f-8d30cc7edd39,"kubernetes,performance,ux",
109,Refactor database model,Refactor database model. Serious soon stay seven quite other skin. Land region back nor article natural measure. Mr clearly take kind quite response major.,2025-04-15,2025-04-17,2025-04-18,2025-04-30,,291,TODO,MEDIUM,7.34,d7c3afc8-66e8-42ff-a38e-2948cb8f517f,80700c97-6fa9-438f-bb02-1175ecf4a297,1099,2070,0,"63d7c2bf-b38f-4f5f-ba64-4c1030156a93,7a8c4b80-04d5-43c4-bffa-93de26c1aa10,be1436b1-8a2e-4b54-8587-efca800f2688","ci/cd,devops,docker",
110,Refactor unit tests,Refactor unit tests. Speak law message lead around left southern. How staff second. Authority interest red must art thus worry line.,2025-05-04,2025-05-05,2025-05-04,2025-05-08,,158,ARCHIVED,HIGH,16.03,98f9524c-0295-4169-a509-5d3a74afb326,88f9bd78-cf01-429f-a7e0-d6f99d8ef76a,1016,2080,22,"17a1b4da-529c-477f-82f0-e787308e5ddc,3209bd00-4a70-4fa4-97b3-798d1eafb1f3","ci/cd,ux","37,109,11"
111,Refactor user service,Refactor user service. Shoulder she within position. Hear through large true help bag. Card team budget year hotel camera without.,2025-03-05,2025-03-05,2025-03-10,2025-03-15,,296,ARCHIVED,LOW,100.0,3cb0b70c-313c-4d27-a296-5571882f14ea,a493d254-f560-4778-ad33-50e817e61e90,1005,2082,197,"8b3e7f79-d36c-4753-82b4-a50bb139dc90,336d37c9-c7cb-49f6-b4db-e99bf07fabc2,51587dfa-22af-451f-a336-c89175d2c6f9","api,docker,cloud",
112,Fix email system,Fix email system. Without leg rest.,2025-04-28,2025-05-01,2025-05-01,2025-05-13,,132,CANCELED,MEDIUM,54.01,3c63fcd2-e970-4dbc-9df3-43dd0af3cbd3,57c665f4-4eef-4fc5-b0bd-573fee062aef,1087,2051,0,"c2c766d5-6b18-401e-af3a-43be25a02500,b9a911e5-5a27-421f-b651-ad7e6006bb4a","performance,frontend",
113,Integrate email system,Integrate email system. Statement easy get every visit right. Allow produce past view. Drive attack order.,2025-03-19,2025-03-21,2025-03-20,2025-03-30,,123,BLOCKED,CRITICAL,33.68,e37ae665-76ac-4d4a-8c28-5f654a2dbf59,03504680-9b7a-471f-a6b1-a2d692bd928c,1016,2097,8,"2790a5cb-4258-4559-b0ea-7c559a13629d,6d6e17c9-cfc2-4c32-93c8-a052280d0965","ux,kubernetes",
114,Add email system,Add email system. Each analysis keep. Describe tell argue mean eye staff rule. Officer significant stand down then worry. Determine feel article we they treatment personal.,2025-03-21,2025-03-22,2025-03-22,2025-04-01,,117,TODO,MEDIUM,13.95,4ac244a4-91b2-461a-9bc3-ac32773d6ac8,c2efe4b8-b1f2-4c33-ad80-3518ee62f8fe,1041,2073,0,"5f2a7c85-44bf-400e-9a38-f4a81dc0a910,7026a63e-6a23-42ec-882e-9c69c4fb5f13","security,cloud,devops","111,79"
